Author,Headline,Summary,Article links,Articles
Jigyasu,Bullet train project to be completed by 2023: Piyush Goyal,"Railway Minister Piyush Goyal told the Rajya Sabha on Friday that the Mumbai-Ahmedabad High-Speed Rail (MAHSR), also known as Bullet Train Project, has been sanctioned with a target to be completed by 2023. The total estimated cost of the project is over ₹1 lakh crore. ""So far, the expenditure of ₹3,226.8 crore has been incurred on the project,"" Goyal said.",https://www.aninews.in/news/national/general-news/mumbai-ahmedabad-bullet-train-project-to-be-completed-by-2023-piyush-goyal20190726153255/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Mumbai-Ahmedabad High-Speed Rail (MAHSR), also known as Bullet Train Project, has been sanctioned with a target to be completed by 2023, the Rajya Sabha was informed on Friday.In a written reply to Dr Vikas Mahatme, Railway Minister Piyush Goyal said that the MAHSR project of 508-kilometre length has been sanctioned by the Government.""This project is being executed by a special purpose vehicle namely National High-Speed Rail Corporation Limited (NHSRCL), with the financial and technical assistance from the Government of Japan. The total estimated cost of the project is Rs 1,08,000 crore,"" he said.So far, the expenditure of Rs 3226.8 crore has been incurred on the project up to June 2019, he said in his statement.Responding to when will the Government expand the bullet train network all over the country, the Minister of Railways informed: ""Bullet Train or High-Speed Rail Projects are highly capital and technology-intensive, and therefore, their proposals for other sections are subject to technical feasibility, financial and economic viability and availability of funding""."
Kriti Kambiri,Plea for national anthem status to Vande Mataram dismissed,"Delhi High Court on Friday dismissed a plea seeking to declare 'Vande Mataram' the national anthem on par with 'Jana Gana Mana'. The plea filed by BJP leader Ashwini Upadhyay also sought to ensure that 'Vande Mataram' is sung in schools every day. Every citizen should cherish and follow the ideals which inspired the struggle for freedom, the petition stated.",https://www.aninews.in/news/national/general-news/delhi-hc-dismisses-plea-on-according-vande-mataram-national-anthem-status20190726143835/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Delhi High Court on Friday dismissed a public interest litigation (PIL) seeking a direction to the Centre and the Delhi government to accord 'Vande Mataram' the status of national anthem.A division bench of Chief Justice DN Patel and Justice C Harishankar found no reason to entertain the petition.Moved in the court by advocate Ashwini Upadhyay, the petition sought a direction to frame a national policy to promote 'Jana Gana Mana' and 'Vande Mataram' and ensure that it is sung in schools every day.The court had, on Tuesday, deferred the hearing in the case to July 26.Upadhyay had contended that the formulation of such a policy is paramount in a diverse country like India.""Every citizen should cherish and follow the noble ideals, which inspired the national struggle for freedom,"" the petition stated, adding, ""it is our duty to remember, imbibe and follow the ideals, which pervaded our unique struggle.""The petitioner said that it is unfortunate that the country does not have a national policy to promote and propagate the national anthem.""If we remain conscious and committed to these ideals, we will be able to rise above fissiparous tendencies raising their ugly heads now and then, here and there,"" the petition read.""It is necessary to emphasise and re-emphasise that 'unity and integrity of India' can be preserved only by a spirit of common brotherhood,"" it added."
Kanishka Pandey,Facebook Co-founder Hughes lobbying to break it up: Reports,"Facebook Co-founder Chris Hughes is lobbying with US government officials and regulators in an attempt to break up the social network, as per reports. ""[Mark Zuckerberg's] power is unprecedented and un-American,"" Hughes had said when he first called for a break-up in May. Hughes, who left Facebook in 2007, had said he feels responsible for Facebook's impact on society.",https://www.timesnownews.com/technology-science/article/facebook-co-founder-chris-hughes-reportedly-lobbying-for-firms-break-up/459547?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Facebook co-founder Chris Hughes is not just stopping at voicing his opinion favouring the breakup of the social network. New reports suggest that he is in talks with influential US government officials who are evaluating the market power of the company. Hughes has argued in favour of breaking up Facebook from Instagram and WhatsApp -- companies which the social network acquired, CNET reported on Thursday, citing The Washington Post and The New York Times. In an opinion piece in the NYT in May, Hughes said Facebook CEO Mark Zuckerberg has yielded ""unchecked power"" and influence ""far beyond that of anyone else in the private sector or in government"". Zuckerberg, however, rejected these calls, saying the size of the social media giant was actually a benefit to its users and the security of the democratic process. Hughes's lobbying efforts come at a time when the US Department of Justice's anti-trust division is reviewing whether and how market-leading online platforms have achieved market power and are engaging in practices that have reduced competition, stifled innovation or, otherwise, harmed consumers. The review will consider the widespread concerns that consumers, businesses, and entrepreneurs have expressed about search, social media, and some retail services online, the US Department of Justice said this week. Facebook has agreed to pay a historic penalty of $5 billion to settle the US Federal Trade Commission (FTC) charges that the company deceived users about their ability to control the privacy of their personal information."
Kanishka Pandey,I've stopped doing new startup deals: Infosys Co-founder Nilekani,"Infosys Co-founder and former UIDAI Chairman Nandan Nilekani has said that he has stopped making new individual investments. ""I don't generally invest in areas where I am doing work policy-wise because I don't want any issues,"" he said. Nilekani has made 13 investments in the Indian startup ecosystem, as per Crunchbase, and had also co-founded VC fund Fundamentum in 2017.",https://www.financialexpress.com/industry/sme/i-have-stopped-doing-new-startup-deals-says-nandan-nilekani-calls-keeping-pace-with-innovation-tough-for-govt/1658289/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,"Infosys co-founder and former UIDAI chairman Nandan Nilekani, who has made 13 investments in Indian startup ecosystem (as per deals tracker Crunchbase) and is among the well-known angel investors, told ET Now that he has stopped making new individual investments. “I am not such an active investor. I do have a few investments but I have stopped doing new investments. I don’t generally invest in areas where I am doing work policy-wise because I don’t want any issues,” he said. Nilekani has backed companies Tracxn, RailYatri, ShopX, Power2SME, Ninjacart, Fortigo etc., and had set-up a venture capital fund called Fundamentum in 2017 along with Helion Ventures co-founder Sanjeev Aggarwal. TravelTriangle and PharmEasy are two startups backed by the fund. The latter was the last investment he made via Fundamentum, as per Crunchbase, in September last year. He stressed that with the pace at which innovation happens around the world, it is “very difficult for the government and the regulator to keep pace with that, it is just the nature of the beast,” Nandan Nilekani said with respect to the issue of data localisation in India and regulations surrounding localisation of payment data. “India is both doing technology innovation and enabling legal infrastructure around this technology. This (data localisation) is a global issue as sometimes innovation goes ahead of technology, law and so on,” he added. While technology and innovation are going back and forth but India will have a far better regime of both of them to deal with the modern issue of these things, Nandan Nilekani added. The government has asked the RBI, as reported by PTI last week, to look at concerns around its data localisation rules that mandates domestic storage of customer data without creating mirror sites overseas.  Through a circular in April 2018, RBI had asked for “data relating to payment systems” to be “stored in a system only in India” within six months. “RBI has taken a view that as India has more and more digital payments, having uninterrupted digital payments is vital,” Nandan Nilekani said."
Nandini Sinha,Record heatwave in Europe could melt Greenland's ice sheet: WMO,"The record heatwave that swept across much of western Europe is set to move towards Greenland and could cause record melting, the World Meteorological Organization (WMO) said. Greenland lost 160 billion tonnes of ice through surface melting in July, the WMO said, citing data from Denmark's Polar Portal. Increasingly intense heatwaves are linked to manmade climate change, the WMO added.",https://uk.reuters.com/article/uk-europe-weather-greenland/europes-record-heatwave-threatens-greenland-ice-sheet-idUKKCN1UL14U?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,"Clare Nullis, spokeswoman for the U.N. World Meteorological Organization, said the hot air moving up from North Africa had not merely broken European temperature records on Thursday but surpassed them by 2, 3 or 4 degrees Celsius, which she described as “absolutely incredible”. “According to forecasts, and this is of concern, the atmospheric flow is now going to transport that heat towards Greenland,” she told a regular U.N. briefing in Geneva. “This will result in high temperatures and consequently enhanced melting of the Greenland ice sheet,” she said. “We don’t know yet whether it will beat the 2012 level, but its close.” Nullis cited data from Denmark’s Polar Portal, which measures the daily gains and losses in surface mass of the Greenland Ice Sheet. “In July alone, it lost 160 billion tonnes of ice through surface melting. That’s roughly the equivalent of 64 million Olympic-sized swimming pools. Just in July. Just surface melt - it’s not including ocean melt as well.” The Greenland Ice Sheet covers 80% of the island and has developed over many thousands of years, with layers of snow compressed into ice. The dome of ice rises to a height of 3,000 meters and the total volume of the ice sheet is approximately 2,900,000 cubic kilometres, which would raise global sea levels by 7 metres if it melted entirely, according to the Polar Portal website. Greenland had not had exceptional weather this year until June, but its ice had been melting rapidly in recent weeks, she said. The warmer air also had implications for Arctic ice extent, which was nearly the lowest on record as of July 15, Nullis said. She said increasingly frequent and intense heatwaves were linked to manmade climate change. “What we saw with this one was that temperature records weren’t just broken, they were smashed.” She cited a study by the Britain’s Met Office which found that by 2050, record-breaking heatwaves would happen every other year."
Pragya Swastik,MP CM's nephew escapes from ED office on pretext of going to washroom,"Madhya Pradesh Chief Minister Kamal Nath's businessman nephew Ratul Puri escaped from the Enforcement Directorate's (ED) Delhi office on the pretext of going to the washroom, officials said. Puri was at there in connection with the ₹3,600 crore AgustaWestland VVIP chopper deal. He is the Chairman of the Board of Directors of Hindustan Power Projects.",https://theprint.in/india/kamal-naths-nephew-slips-away-from-washroom-during-ed-questioning-in-agustawestland-case/268848/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts ,"Ratul Puri, the nephew of Madhya Pradesh Chief Minister Kamal Nath, is reported to have given a slip to ED investigators when he was summoned for questioning in connection with the VVIP choppers money laundering case here, officials said Saturday. They said businessman Puri was to be confronted with some evidence during questioning at an Enforcement Directorate office here on Friday. However, Puri sought some break time from the investigating officer of the case to go to the washroom but slipped away, officials alleged. It is understood that agency officials then tried to call him over his mobile phone but it was off. The agency is now mulling to summon him again for questioning, they said. Puri, Chairman of Hindustan Power projects Pvt Ltd, has been grilled by the agency in this case in the past too. He is the son of Nita and Deepak Puri, the CMD of optical storage media firm Moser Baer. Nita is Nath’s sister. The about Rs 3,600 crore deal to purchase AgustaWestland choppers for the VVIPs was scrapped by India over allegations of corruption and kick backs being paid in the deal. The ED and the CBI are probing the case and have already filed multiple charge sheets in the case."
Nandini Sinha,India asks Iran to free remaining crew on tanker after 9 released,"India's Ministry of External Affairs (MEA) has urged Iran to free the three remaining crew members on board the seized Panama-flagged tanker after it released nine others on Thursday. Iran's Islamic Revolutionary Guard Corps had seized the oil tanker earlier this month, claiming it was carrying one million litres of smuggled fuel.",https://in.reuters.com/article/mideast-iran-india/india-urges-iran-to-free-all-its-crew-after-nine-released-idINKCN1UM04L?feedName=worldNews&utm_campaign=fullarticle&feedType=RSS&utm_medium=referral&utm_source=inshorts,"Dozens of Indian crew members on ships in the Gulf have been caught up in rising tensions between Iran and the West. The MT Riah was detained by the Iranian coastguard on July 13, with 12 Indian crew members on board, the Indian foreign ministry said. “Nine crew members have been released and they will be on their way to India soon,” foreign ministry spokesman Raveesh Kumar said. “Our mission in Iran has requested the concerned Iranian authorities for the release of remaining crew members.” No reason was provided as to why the three were being held.  Iranian state TV aired footage of the vessel a few days after it was seized, saying it had been detained by Iran’s elite Revolutionary Guards for smuggling fuel. Indian and Iranian authorities said this week Iran had granted India consular access to 18 Indian crew seized on another ship, the British-flagged Stena Impero that Iran seized in the Strait of Hormuz on July 19. The seizure of the British tanker in the world’s most important waterway for the oil trade has deepened a crisis between Iran and the West that was triggered in May when the United States tightened sanctions, effectively barring all countries from buying Iranian oil. Iran said it had seized the Stena Impero because it had collided with a fishing boat. India’s junior foreign minister, V. Muraleedharan, said India was pushing for the release of the Indian crew on the British vessel.  India has had long-standing political and energy ties with Iran, but it has cut off all its oil supplies from it because of U.S. sanctions."
Nandini Sinha,"Plates, furniture used as weapons in mass brawl on cruise ship","Plates and furniture were used as weapons in a mass brawl on a British cruise ship after a group took offence at another passenger dressed as a clown, a journalist who was on board said. The group had specifically booked a cruise ship with no fancy dress, a witness told the journalist. Six people were injured in the brawl.",https://www.dailymail.co.uk/news/article-7292241/Violence-high-seas-clown-sparks-mass-brawl-aboard-P-O-cruise-liner-Britannia.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Two people have been arrested after a man dressed as a clown sparked a violent brawl on a cruise ship. A 43-year-old man and a 41-year-old woman, both from Chigwell, Essex, are in custody following the fight which saw plates and furniture thrown during a black tie event. Families ran from brawlers in the 16th floor Horizon restaurant of the P&O Britannia ship as it was making its way back to Southampton from Norway at 2am on Friday. Six people - three men and three women - were assaulted during the ten-minute ordeal and a number of people suffered significant bruising and cuts. The party started as the ship left Bergen, Norway, just after 2.30pm on Thursday and the fight broke out in the early hours of Friday morning, before the liner docked at Southampton at 6.45am on Saturday. There had been a booze-fuelled 'patriotic' event on board the vessel as its week-long trip to the Norwegian fjords came to a close. A female entertainer who works on the ship said: 'There was a person dressed as a clown and this upset the other passengers. 'Things got out of hand very quickly, people had been drinking, and there was a fight. 'Chairs and plates were being thrown, people were very angry. 'It was shocking to see and some of the staff and passengers were scared and had to hide.' Another female employee, in her 20s, added: 'There was a lot of shouting, it was very scary. 'The police have dealt with it now.' Martin Symons, 54, from Plymouth, who was on the cruise, told Mail Online: 'I saw four people fighting and they were pulling hair and shouting. 'There were two men who looked like they were the women's husbands. 'One of the men was out of control, he had his shirt all ripped open and stuff. 'He was actually beating up who seemed to be one of the other man's wife. 'They were being kicked in the head and one woman's earrings were pulled out.'  GMTV correspondent Richard Galsford, who was on the cruise, tweeted that there was 'blood everywhere.' He added: 'The buffet area was immediately sealed off as medical teams went to help the injured. 'Staff told me they'd never experienced anything like it and those behind the violence were confined to a cabin for the last day of the cruise, waiting for police here in Southampton.' The incident came on the final leg of a week long cruise to Norway's fjords that was en route back to its Southampton port. The buffet area was sealed while medical teams tended to injured staff and those who started the fight were moved to their cabins. A P&O spokesman said: 'Following an incident on board Britannia on Thursday evening we can confirm that all guests have now disembarked and the matter is now in the hands of the local police.' A police van and two patrol cars were today seen leaving the Southampton terminal where the ship is docked, before leaving for a Mediterranean cruise later today. Hampshire Police confirmed officers had attended the ship, with witnesses claiming there was around two dozen at the terminal when it arrived. A spokesman for the force said: 'Officers attended after a number of people were assaulted on-board a cruise ship. 'Six people, three men and three women were assaulted. A number of injuries were suffered including significant bruising and cuts.' They added: 'The incident took place during the early hours of Friday, 26 July on-board P&O's Britannia while it was enroute to Southampton from Bergen.' The force appealed for anyone with footage of the brawl to contact them.  One shocked passenger, who was at Southampton port today to board the ship for its next cruise to the Mediterranean, said he hoped another fight would not happen on his trip. Retired Julian Gates, 67, who is going on the cruise with his wife Mary, said: 'I read about what had happened before I left this morning. 'It's shocking that something like that would happen while on a cruise. I have been on a few now and it's such a relaxing experience, you don't want it ruined by fighting. 'Hopefully, it won't happen again while we are away because that's not what you pay for.' Britannia is the largest of P&O's seven vessels, carrying almost 3,700 passengers at a time. It is currently in the middle of a two month stint of cruises of the Norwegian Fjords and Mediterranean, with the former lasting seven days and the latter 14."
Krishna Veera Vanamali,Trump says US could tax French wine in retaliation for digital tax,"US President Donald Trump has threatened to tax French wines in retaliation for France's recent proposal to levy a tax aimed at large US technology companies. ""I've always said American wine is better than French wine!"" Trump tweeted. France urged the US not to bring trade tariffs into the debate on ""fair taxation of digital activities"".",https://in.reuters.com/article/us-usa-trade-france/trump-says-u-s-could-tax-french-wine-in-retaliation-for-digital-tax-idINKCN1UL291?il=0&utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Trump had told French President Emmanuel Macron last week that he was concerned about the proposed digital services tax. “If anybody taxes them, it should be their home Country, the USA. We will announce a substantial reciprocal action on Macron’s foolishness shortly,” Trump tweeted on Friday. “I’ve always said American wine is better than French wine!” Later in the Oval Office, Trump told reporters the tax decision was wrong and he threatened the key French export. “They shouldn’t have done this,” Trump said. “I told them, I said, ‘Don’t do it because if you do it, I’m going to tax your wine.’” He said a few minutes later that the U.S. response would be announced soon, saying that it “might be on wine, it might be on something else.” Trump and Macron spoke by telephone on Friday and discussed the tax and next month’s summit of the Group of 7 rich nations in France, the White House said. Macron’s office said the French leader “underlined that the G7 summit would be an important opportunity to move towards a universal taxation of digital activities, which is in our common interest, and which we need to keep working on in order to obtain a broad international agreement.” The United States is by far the largest single export market for French wine and spirits, which is France’s second-biggest export after aerospace. The United States in 2018 accounted for nearly a quarter of all French wine exports, or 3.2 billion euros’ ($3.6 billion) worth. French Economy Minister Bruno Le Maire said in a statement after Trump’s tweet that “the universal taxation of digital activities is a challenge that concerns all of us. We want to reach a deal on this within the framework of the G7 and the OECD. In the meantime, France will move ahead with national decisions.” White House spokesman Judd Deere said the United States “is extremely disappointed by France’s decision to adopt a digital services tax at the expense of U.S. companies and workers. France’s unilateral measure appears to target innovative U.S. technology firms that provide services in distinct sectors of the economy.” He added, “The administration is looking closely at all other policy tools.” Two weeks ago, the French Senate approved the 3% levy that will apply to revenue from digital services earned in France by companies with more than 25 million euros in French revenue and 750 million euros ($834 million) worldwide. Other EU countries, including Austria, Britain, Spain and Italy, have also announced plans for their own digital taxes. They say a levy is needed because big, multinational internet companies such as Facebook and Amazon are able to book profits in low-tax countries like Ireland, no matter where the revenue originates. Earlier this month, the United States threatened tariffs on an additional $4 billion worth of European Union goods, including wine, cheese and whiskey - that could be hit with tariffs as part of a nearly 15-year-long dispute at the World Trade Organization over aircraft subsidies given to U.S. planemaker Boeing Co and its European rival, Airbus SE. The EU’s director general for trade, Sabine Weyand, this week said she expected the Trump administration to proceed to implement some of the tariffs after a WTO arbitrator ruled on the damage caused to Boeing as a result of illegal EU government aid to Airbus. The U.S. Chamber of Commerce said France’s new digital services tax “targets U.S. firms almost exclusively and largely spares French companies.” The U.S. Trade Representative’s Office (USTR) last month said it would hold a hearing on Aug. 19 in its probe of the planned tax, which could lead to the United States imposing new tariffs or other trade restrictions. USTR could issue new tariffs on French goods after the public comment period closes on Aug. 26. USTR said the levy was an “unreasonable tax policy.” The plan departs from tax norms because of “extraterritoriality; taxing revenue not income; and a purpose of penalizing particular technology companies for their commercial success,” it said. The tax is due to apply retroactively from the start of 2019, which USTR said calls into question its fairness."
Pragya Swastik,"I don't follow cricket, B'wood, politics to be productive: Nilekani","Infosys Co-founder Nandan Nilekani in an interview to ET Now said that he does not follow cricket, Bollywood and politics to be more productive. He went on to call his decision to contest elections ""a big mistake"". He added he admires Microsoft CEO Satya Nadella and called his work at the company ""astonishing"" as it achieved a trillion-dollar market cap.",https://www.timesnownews.com/business-economy/industry/article/biggest-mistake-was-contesting-elections-nandan-nilekani/459873?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Infosys co-founder and Aadhaar architect got candid with ET NOW in a rapid-fire segment. Here are his quick and witty replies! New app you on your mobile: I am actually a technologically illiterate when it comes to consumption of tech. I am more appless now! Prefer reading and thinking over using an app! Book you are currently reading: Capitalism in America by Alan Greenspan An Entrepreneur you admire: Satya Nadella! What he has done at Microsoft is astonishing. The company is a trillion-dollar market cap today. It did not do well in the mobile era but got back in the cloud. He is emphatic and a very thoughtful leader.  Your productivity hack: I don't follow cricket, Bollywood and politics! Productivity hack that's worked for you: I don't follow cricket, don't follow Bollywood and politics A big mistake you have learnt from: Standing for elections! Life philosophy in a few words: Get up every day and add some value"
Krishna Veera Vanamali,Govt proposes 2 fitness tests in a yr for vehicles older than 15 yrs,"The Ministry of Road Transport and Highways has proposed the renewal of fitness certificates every six months for vehicles older than 15 years instead of the current one year. Further, it also proposed exemption of registration fees for buyers of vehicles if a scrapping certificate of a vehicle, belonging to the same category of the vehicle being purchased, is produced.",https://www.livemint.com/news/india/govt-moots-norms-for-scrapping-old-vehicles-hiking-vehicle-registration-fees-1564220259494.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"The Centre has proposed exemption of registration fees for buyers of vehicles, provided a scrapping certificate of a vehicle, belonging to the same category of the vehicle being purchased, is produced. The certificate has to be issued by an authorised scrapping agency, according to proposed amendments in draft rules issued by the road transport and highways ministry on Friday. “It has been provided that the newly purchased motor vehicles shall be exempted for the payment of fees for the purpose of issue of registration certificate and assignment of new registration mark subject to condition that motor vehicle is presented for the registration along with the scrapping certificate of the previously owned vehicle of same category issued by the authorised scrapping centre/agency and the scrapping certificate not utilised for any other such cases in the past,"" the ministry said. Besides this, the ministry has proposed renewal of fitness certificates every six months instead of a year, for vehicles older than 15 years. If implemented, the move can discourage vehicle owners from using old cars. Besides, the government has proposed to increase the feesfor conducting tests and obtaining renewal certificate if the vehicle is more than 15 years old, along with an additional ₹50 per day for any delay after the expiry of the vehicle’s fitness certificate. The government has been trying to encourage the scrapping of old vehicles, to curb pollution and improve air quality. It has also been trying to encourage the use of battery operated or electric vehicles (EVs) such that citizens have cleaner air to breathe. The ministry has proposed hiking new registration and renewal fee for vehicles, while scrapping the same for EVs. The road transport and highways ministry has proposed a sharp increase in registration fee as well as renewal of registration fee of petrol/diesel car. One may have to shell out ₹2,000 for renewal of registration of motorcycle, which is currently ₹50. Similarly, in the case of three-wheelers, the fee will increase to ₹5,000 from ₹300 now. There would also be a monthly additional charge for delay in applying for renewal for certificate of registration. The ministry has also proposed to do away with registration fees for two-, three-, and four-wheelers running on battery (EVs), to create an ecosystem to enable adoption of such vehicles."
Dishant Sharma,Bangladesh fined for slow over-rate in first Sri Lanka ODI,Bangladesh have been fined for maintaining a slow over-rate in Colombo after the team took 4 hours and 7 minutes to bowl 50 overs in the first ODI against Sri Lanka. The team was found two overs short of its target after time allowances were taken into consideration. Sri Lanka went on to win the match.,https://www.cricketcountry.com/news/sri-lanka-vs-bangladesh-1st-odi-bangladesh-fined-for-maintaining-slow-over-rate-against-sri-lanka-in-colombo-872753?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Having fallen two overs short of their target time during the first ODI against Sri Lanka, a fine was imposed on Bangladesh for maintaining slow over rate in Colombo on Friday. Match referee Chris Broad of the ICC Elite Panel of match came up with the decision after time allowances were taken into consideration. As per the Article 2.22 of the ICC Code of Conduct for Players and Player Support Personnel, which relates to minor over-rate offences, players are fined 10 percent of their match fee and their captain 20 percent for maintaining a slow over rate. The charge was levelled by on-field umpires Nitin Menon and Raveendra Wilamasari and third umpire Marais Erasmus. Tamim pleaded guilty to the offence after the match. Bangladesh will play against Sri Lanka in the second ODI at PR Stadium in Colombo on Sunday, July 28."
Dishant Sharma,Bale set for £1 million-a-week move to Jiangsu Suning: Report,"According to reports, Real Madrid's Welsh winger Gareth Bale is set to make a move to Chinese club Jiangsu Suning, who are ready to pay him around £20 million per season. Real Madrid manager Zinedine Zidane had said last weekend that he thought it would be ""best for everyone"" if Bale's departure could be arranged quickly.",https://www.hindustantimes.com/football/bale-set-for-1-million-pounds-a-week-jiangsu-suning-move-reports/story-nWceIxkmsaFsSoR9P9idwI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Real Madrid forward Gareth Bale was Friday on the verge of signing a “1 million pounds a week” deal with Chinese Super League outfit Jiangsu Suning, reports claimed. The 30-year-old Welshman has already been told by Real coach Zinedine Zidane that he does not form part of his future plans at the Spanish giants. Spanish daily Marca claimed that Bale, who has been at Real since 2013 since signing from Tottenham, will earn 22 million euros per season in China and that the deal is almost finalised. However, later reports by Sky Sports in England suggested the player’s representatives were negotiating a mind-boggling 1 million pounds a week contract before the Chinese transfer window shuts on Wednesday. Real boss Zidane said last weekend he thought it would be “best for everyone” if Bale’s departure could be arranged quickly -- comments Bale’s agent branded “disrespectful” of a player who helped the side to a Spanish league title and four Champions Leagues since arriving from Tottenham six years ago. Zidane then insisted Monday he meant no disrespect before Bale came on as a substitute in a midweek 3-2 friendly win over Arsenal in the United States. “He had a good game and I’m happy for him,” Zidane said. “I do not know what’s going to happen, for now he’s with us. It did not change anything.” Bale’s agent Jonathan Barnett has already insisted that any deal which sees the Welshman leave the Bernabeu would have to be a permanent one and not one that sees him shipped out on loan. “There will be no makeshift deals to get him out of the club,” said Barnett. “Gareth is one of the best players on the planet. I can guarantee you he will not be going on loan to any club.”"
Merin Joseph,Lewis Hamilton to co-produce Hollywood documentary,"Mercedes' British driver Lewis Hamilton has confirmed he is an executive producer of an upcoming Hollywood documentary, 'The Game Changers'. ""It's a revolutionary new documentary movie and I can't wait for you guys to see it,"" tweeted Hamilton. The documentary's executive production team led by Oscar-winner James Cameron also includes Novak Djokovic and Jackie Chan among others.",https://www.timesnownews.com/sports/others/article/lewis-hamilton-confirms-involvement-in-hollywood-documentary/459532?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"Lewis Hamilton has confirmed he is an executive producer of an upcoming Hollywood documentary about nutrition and performance expected to be released in September. The defending five-time drivers' world champion, taking part in this weekend's German Grand Prix for Mercedes, said he will appear in the film along with Novak Djokovic, Chris Paul, Arnold Schwarzenegger, and Jackie Chan. ""Performance is everything and it all begins with having the right kind of fuel in our bodies,"" Hamilton said on Twitter. ""I'm proud to be Exec Producer on 'The Game Changers'. It's a revolutionary new documentary movie and I can't wait for you guys to see it this September."" The film, in which Titanic director James Cameron is also involved, focuses on veganism, nutrition and fitness and raises questions about the value of meat in a diet. It is directed by Louis Psihoyos, who won an Oscar for the documentary feature The Cove in 2010. Hamilton, who became a vegan two years ago, spoke of the importance of diet for performance. ""Just look at Djokovic: that little bit extra that's there, that people are reluctant to look in to ..."" he said. Hamilton will be involved in the making of another film this weekend as the crew from a Netflix documentary, Drive to Survive, go behind the scenes with his Mercedes team. ""I don't have to do much, just do my job and hopefully they'll catch the good sides of me and edit out the bad,"" he quipped."
Dishant Sharma,England captain Joe Root calls Lord’s pitch ‘substandard’,"Following England's win over Ireland in the one-off Test at Lord's, England's Test captain Joe Root criticised the ground's pitch, calling it 'substandard'. England were dismissed for 85 in the first innings as Tim Murtagh scalped five wickets. ""We weren't at our best by any stretch. We managed certain periods very well. We were put under pressure,"" Root added.",https://www.hindustantimes.com/cricket/england-captain-joe-root-slams-lord-s-pitch-calls-it-substandard/story-1bLIBtpwPeFopalvN4XGLO.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts,"After winning the one-off Test match against Ireland, skipper Joe Root labelled the Lord’s pitch “substandard”, saying the match did not offer a fair contest between bat and ball. “I don’t like saying this but the wicket was substandard for a Test match. I thought it wasn’t... not even close to a fair contest between bat and ball throughout the whole game,” ESPN Cricinfo quoted Root as saying. England were bundled out for 85 in the first innings as Tim Murtagh scalped five wickets. Ireland went on to score 207 runs, gaining a 122-run lead, but England managed to score 303 runs in their second innings, giving Ireland a target of 182 runs. Ireland clearly showed inexperience as they were dismissed for 38 (seventh-lowest total in the history of Test cricket), handing England a win by 143 runs. Chris Woakes scalped six wickets in the second innings whereas Stuart Broad picked up four. Despite the win, Root said that the team was not at their best in the match. “We weren’t at our best by any stretch. We managed certain periods very well. We were put under pressure by Ireland. They exploited the conditions on that first morning in particular extremely well,” Root said. “But we found a way to win a game. First innings, last innings, when you are getting scores like that, that tells a story in itself when the scores are as low as that on a surface that you play on,” he added. England will next take on Australia in the Ashes and the team is expected to announce their squad later today. Root said the team would be ready for the Ashes challenge. “Yeah, pretty confident. We’ll have a final meeting today at some point and make sure that we’re all very clear but it’s an exciting time for everyone. It’s nice to go into it with this win and to have managed some pressure situations, come out the other side,” Root said. “But you know Ashes cricket is very special and the guys will be getting very much their minds around that now, the next few days off and then when we turn to practice it will be all go,” he added. The Ashes is slated to begin on August 1."
